nutrition,measure,food_product,value
"Carbohydrate, by difference",G,Candy Thermometer,0.2290909090909091
"Carbohydrate, by difference",G,Cantaloupe,0.02909090909090909
"Carbohydrate, by difference",G,Caraway,0.01090909090909091
"Carbohydrate, by difference",G,Cardamom,0.0
"Carbohydrate, by difference",G,Carrot,0.03272727272727273
"Carbohydrate, by difference",G,Cashew,0.24363636363636362
"Carbohydrate, by difference",G,Cauliflower,0.01090909090909091
"Carbohydrate, by difference",G,Celery,0.01090909090909091
"Carbohydrate, by difference",G,Chambord,0.20363636363636364
"Carbohydrate, by difference",G,Champagne,0.04363636363636364
"Carbohydrate, by difference",G,Chard,0.01090909090909091
"Carbohydrate, by difference",G,Chartreuse,0.14909090909090908
"Carbohydrate, by difference",G,Cheddar,0.04727272727272727
"Carbohydrate, by difference",G,Cheese,0.01090909090909091
"Carbohydrate, by difference",G,Cherry,0.15272727272727274
"Carbohydrate, by difference",G,Chestnut,0.16
"Carbohydrate, by difference",G,Chicken,0.0036363636363636364
"Carbohydrate, by difference",G,Chickpea,0.22181818181818183
"Carbohydrate, by difference",G,Chile,0.03636363636363636
"Carbohydrate, by difference",G,Chile Pepper,0.2509090909090909
"Carbohydrate, by difference",G,Chili,0.02181818181818182
"Carbohydrate, by difference",G,Chill,0.04
"Carbohydrate, by difference",G,Chive,0.014545454545454545
"Carbohydrate, by difference",G,Chocolate,0.19636363636363635
"Carbohydrate, by difference",G,Cilantro,0.0
"Carbohydrate, by difference",G,Cinnamon,0.0
"Carbohydrate, by difference",G,Citrus,0.04
"Carbohydrate, by difference",G,Clam,0.03636363636363636
"Carbohydrate, by difference",G,Clove,0.23636363636363636
"Carbohydrate, by difference",G,Coconut,0.16727272727272727
"Carbohydrate, by difference",G,Cod,0.0
"Carbohydrate, by difference",G,Coffee,0.0
"Carbohydrate, by difference",G,Collard Greens,0.01818181818181818
"Carbohydrate, by difference",G,Coriander,0.2
"Carbohydrate, by difference",G,Corn,0.23636363636363636
"Carbohydrate, by difference",G,Cornmeal,0.29454545454545455
"Carbohydrate, by difference",G,Cottage Cheese,0.02181818181818182
"Carbohydrate, by difference",G,Couscous,0.28
"Carbohydrate, by difference",G,Crab,0.0
"Carbohydrate, by difference",G,Cranberry,0.04363636363636364
"Carbohydrate, by difference",G,Cranberry Sauce,0.14545454545454545
"Carbohydrate, by difference",G,Cream Cheese,0.025454545454545455
"Carbohydrate, by difference",G,Cucumber,0.025454545454545455
"Carbohydrate, by difference",G,Cumin,0.16
"Carbohydrate, by difference",G,Currant,0.28
"Carbohydrate, by difference",G,Curry,0.0
"Carbohydrate, by difference",G,Date,0.2727272727272727
"Carbohydrate, by difference",G,Dill,0.0036363636363636364
"Carbohydrate, by difference",G,Dried Fruit,0.28363636363636363
"Carbohydrate, by difference",G,Duck,0.21818181818181817
"Carbohydrate, by difference",G,Eau De Vie,0.2
"Carbohydrate, by difference",G,Egg,0.0036363636363636364
"Carbohydrate, by difference",G,Eggplant,0.03272727272727273
"Carbohydrate, by difference",G,Endive,0.01090909090909091
"Carbohydrate, by difference",G,Escarole,0.01090909090909091
"Carbohydrate, by difference",G,Fennel,0.02909090909090909
"Carbohydrate, by difference",G,Feta,0.03636363636363636
"Carbohydrate, by difference",G,Fig,0.23636363636363636
"Carbohydrate, by difference",G,Fish,0.07636363636363637
"Carbohydrate, by difference",G,Fontina,0.0036363636363636364
"Carbohydrate, by difference",G,Frangelico,0.01090909090909091
"Carbohydrate, by difference",G,Fruit Juice,0.05818181818181818
"Carbohydrate, by difference",G,Garlic,0.12
"Carbohydrate, by difference",G,Gin,0.0
"Carbohydrate, by difference",G,Ginger,0.2727272727272727
"Carbohydrate, by difference",G,Goat Cheese,0.0
"Carbohydrate, by difference",G,Goose,0.0
"Carbohydrate, by difference",G,Gouda,0.0
"Carbohydrate, by difference",G,Grains,0.2727272727272727
"Carbohydrate, by difference",G,Grand Marnier,0.2109090909090909
"Carbohydrate, by difference",G,Grape,0.04727272727272727
"Carbohydrate, by difference",G,Grapefruit,0.03636363636363636
"Carbohydrate, by difference",G,Green Bean,0.014545454545454545
"Carbohydrate, by difference",G,Ground Beef,0.0
"Carbohydrate, by difference",G,Ground Lamb,0.0
"Carbohydrate, by difference",G,Guava,0.04
"Carbohydrate, by difference",G,Halibut,0.0
"Carbohydrate, by difference",G,Ham,0.0036363636363636364
"Carbohydrate, by difference",G,Hamburger,0.16727272727272727
"Carbohydrate, by difference",G,Hazelnut,0.20363636363636364
"Carbohydrate, by difference",G,Herb,0.0
"Carbohydrate, by difference",G,Honey,0.29818181818181816
"Carbohydrate, by difference",G,Honeydew,0.03272727272727273
"Carbohydrate, by difference",G,Horseradish,0.04
"Carbohydrate, by difference",G,Hot Pepper,0.025454545454545455
"Carbohydrate, by difference",G,Ice Cream,0.10545454545454545
"Carbohydrate, by difference",G,Jerusalem Artichoke,0.06181818181818182
"Carbohydrate, by difference",G,Kale,0.03272727272727273
"Carbohydrate, by difference",G,Kirsch,0.14909090909090908
"Carbohydrate, by difference",G,Kiwi,0.31272727272727274
"Carbohydrate, by difference",G,Kumquat,0.05454545454545454
"Carbohydrate, by difference",G,Lamb,0.0
"Carbohydrate, by difference",G,Lamb Chop,0.0
"Carbohydrate, by difference",G,Lamb Shank,0.0
"Carbohydrate, by difference",G,Lasagna,0.06181818181818182
"Carbohydrate, by difference",G,Leafy Green,0.02181818181818182
"Carbohydrate, by difference",G,Leek,0.05090909090909091
"Carbohydrate, by difference",G,Legume,0.21818181818181817
"Carbohydrate, by difference",G,Lemon,0.02181818181818182
"Carbohydrate, by difference",G,Lemon Juice,0.0
"Carbohydrate, by difference",G,Lemongrass,0.02909090909090909
"Carbohydrate, by difference",G,Lentil,0.04363636363636364
"Carbohydrate, by difference",G,Lettuce,0.007272727272727273
"Carbohydrate, by difference",G,Lima Bean,0.06909090909090909
"Carbohydrate, by difference",G,Lime,0.14545454545454545
"Carbohydrate, by difference",G,Lime Juice,0.02909090909090909
"Carbohydrate, by difference",G,Lingonberry,0.16363636363636364
"Carbohydrate, by difference",G,Liqueur,0.14909090909090908
"Carbohydrate, by difference",G,Lobster,0.0
"Carbohydrate, by difference",G,Lychee,0.05818181818181818
"Carbohydrate, by difference",G,Macadamia Nut,0.04727272727272727
"Carbohydrate, by difference",G,Mango,0.06181818181818182
"Carbohydrate, by difference",G,Maple Syrup,0.32
"Carbohydrate, by difference",G,Margarita,0.05818181818181818
"Carbohydrate, by difference",G,Marsala,0.0
"Carbohydrate, by difference",G,Mayonnaise,0.0
"Carbohydrate, by difference",G,Meat,0.0
"Carbohydrate, by difference",G,Meatball,0.12
"Carbohydrate, by difference",G,Melon,0.025454545454545455
"Carbohydrate, by difference",G,Mezcal,0.04727272727272727
"Carbohydrate, by difference",G,Midori,0.0
"Carbohydrate, by difference",G,Mint,0.38181818181818183
"Carbohydrate, by difference",G,Molasses,0.2690909090909091
"Carbohydrate, by difference",G,Monterey Jack,0.0
"Carbohydrate, by difference",G,Mozzarella,0.01090909090909091
"Carbohydrate, by difference",G,Muffin,0.15636363636363637
"Carbohydrate, by difference",G,Mussel,0.014545454545454545
"Carbohydrate, by difference",G,Mustard,0.01818181818181818
"Carbohydrate, by difference",G,Mustard Greens,0.014545454545454545
"Carbohydrate, by difference",G,Nectarine,0.03272727272727273
"Carbohydrate, by difference",G,Noodle,0.06909090909090909
"Carbohydrate, by difference",G,Nut,0.10909090909090909
"Carbohydrate, by difference",G,Nutmeg,0.0
"Carbohydrate, by difference",G,Oat,0.24363636363636362
"Carbohydrate, by difference",G,Oatmeal,0.24
"Carbohydrate, by difference",G,Octopus,0.04727272727272727
"Carbohydrate, by difference",G,Okra,0.02909090909090909
"Carbohydrate, by difference",G,Olive,0.014545454545454545
"Carbohydrate, by difference",G,Onion,0.21454545454545454
"Carbohydrate, by difference",G,Orange,0.32727272727272727
"Carbohydrate, by difference",G,Orange Juice,0.04
"Carbohydrate, by difference",G,Oregano,0.0
"Carbohydrate, by difference",G,Organic,0.025454545454545455
"Carbohydrate, by difference",G,Orzo,0.28363636363636363
"Carbohydrate, by difference",G,Oyster,0.06545454545454546
"Carbohydrate, by difference",G,Papaya,0.23636363636363636
"Carbohydrate, by difference",G,Paprika,0.18181818181818182
"Carbohydrate, by difference",G,Parmesan,0.04727272727272727
"Carbohydrate, by difference",G,Parsley,0.0
"Carbohydrate, by difference",G,Parsnip,0.05818181818181818
"Carbohydrate, by difference",G,Party,0.05090909090909091
"Carbohydrate, by difference",G,Passion Fruit,0.02181818181818182
"Carbohydrate, by difference",G,Pasta,0.24
"Carbohydrate, by difference",G,Pea,0.22545454545454546
"Carbohydrate, by difference",G,Peach,0.19272727272727272
"Carbohydrate, by difference",G,Peanut,0.23272727272727273
"Carbohydrate, by difference",G,Peanut Butter,0.08
"Carbohydrate, by difference",G,Pear,0.05454545454545454
"Carbohydrate, by difference",G,Pecan,0.04727272727272727
"Carbohydrate, by difference",G,Pepper,0.24
"Carbohydrate, by difference",G,Pernod,0.05454545454545454
"Carbohydrate, by difference",G,Persimmon,0.3490909090909091
"Carbohydrate, by difference",G,Pickles,0.16727272727272727
"Carbohydrate, by difference",G,Pine Nut,0.04727272727272727
"Carbohydrate, by difference",G,Pineapple,0.28363636363636363
"Carbohydrate, by difference",G,Pistachio,0.09454545454545454
"Carbohydrate, by difference",G,Plantain,0.2290909090909091
"Carbohydrate, by difference",G,Plum,0.04727272727272727
"Carbohydrate, by difference",G,Pomegranate,0.04363636363636364
"Carbohydrate, by difference",G,Pomegranate Juice,0.04363636363636364
"Carbohydrate, by difference",G,Poppy,0.08363636363636363
"Carbohydrate, by difference",G,Pork,0.0036363636363636364
"Carbohydrate, by difference",G,Pork Chop,0.025454545454545455
"Carbohydrate, by difference",G,Pork Rib,0.04363636363636364
"Carbohydrate, by difference",G,Pork Tenderloin,0.007272727272727273
"Carbohydrate, by difference",G,Port,0.0
"Carbohydrate, by difference",G,Potato,0.04727272727272727
"Carbohydrate, by difference",G,Poultry,0.01818181818181818
"Carbohydrate, by difference",G,Poultry Sausage,0.01818181818181818
"Carbohydrate, by difference",G,Prosciutto,0.0
"Carbohydrate, by difference",G,Prune,0.23636363636363636
"Carbohydrate, by difference",G,Pumpkin,0.03272727272727273
"Carbohydrate, by difference",G,Quail,0.0
"Carbohydrate, by difference",G,Quince,0.05454545454545454
"Carbohydrate, by difference",G,Quinoa,0.07272727272727272
"Carbohydrate, by difference",G,Rabbit,0.0
"Carbohydrate, by difference",G,Rack Of Lamb,0.0
"Carbohydrate, by difference",G,Radicchio,0.014545454545454545
"Carbohydrate, by difference",G,Radish,0.01090909090909091
"Carbohydrate, by difference",G,Raisin,0.1890909090909091
"Carbohydrate, by difference",G,Raspberry,0.24
"Carbohydrate, by difference",G,Red Wine,0.007272727272727273
"Carbohydrate, by difference",G,Rhubarb,0.06181818181818182
"Carbohydrate, by difference",G,Rice,0.28
"Carbohydrate, by difference",G,Ricotta,0.02181818181818182
"Carbohydrate, by difference",G,Roast,0.0
"Carbohydrate, by difference",G,Root Vegetable,0.06181818181818182
"Carbohydrate, by difference",G,Rosemary,0.0
"Carbohydrate, by difference",G,Rum,0.0
"Carbohydrate, by difference",G,Rutabaga,0.02909090909090909
"Carbohydrate, by difference",G,Rye,0.17454545454545456
"Carbohydrate, by difference",G,Saffron,0.23636363636363636
"Carbohydrate, by difference",G,Sage,0.0
"Carbohydrate, by difference",G,Sake,0.01818181818181818
"Carbohydrate, by difference",G,Salmon,0.0
"Carbohydrate, by difference",G,Sardine,0.07636363636363637
"Carbohydrate, by difference",G,Sauce,0.10181818181818182
"Carbohydrate, by difference",G,Sausage,0.04363636363636364
"Carbohydrate, by difference",G,Scallop,0.05090909090909091
"Carbohydrate, by difference",G,Scotch,0.0
"Carbohydrate, by difference",G,Seed,0.11636363636363636
"Carbohydrate, by difference",G,Semolina,0.28363636363636363
"Carbohydrate, by difference",G,Sesame,0.02909090909090909
"Carbohydrate, by difference",G,Sesame Oil,0.0
"Carbohydrate, by difference",G,Shallot,0.05818181818181818
"Carbohydrate, by difference",G,Shellfish,0.014545454545454545
"Carbohydrate, by difference",G,Sherry,0.0
"Carbohydrate, by difference",G,Shrimp,0.0
"Carbohydrate, by difference",G,Snapper,0.0
"Carbohydrate, by difference",G,Sorbet,0.09818181818181818
"Carbohydrate, by difference",G,Sour Cream,0.01090909090909091
"Carbohydrate, by difference",G,Sourdough,0.16363636363636364
"Carbohydrate, by difference",G,Soy,0.19272727272727272
"Carbohydrate, by difference",G,Soy Sauce,0.014545454545454545
"Carbohydrate, by difference",G,Sparkling Wine,0.01818181818181818
"Carbohydrate, by difference",G,Spice,0.2509090909090909
"Carbohydrate, by difference",G,Spinach,0.01090909090909091
"Carbohydrate, by difference",G,Squash,0.02181818181818182
"Carbohydrate, by difference",G,Squid,0.01090909090909091
"Carbohydrate, by difference",G,Steak,0.4036363636363636
"Carbohydrate, by difference",G,Strawberry,0.4109090909090909
"Carbohydrate, by difference",G,Sugar Snap Pea,0.025454545454545455
"Carbohydrate, by difference",G,Swiss Cheese,0.014545454545454545
"Carbohydrate, by difference",G,Swordfish,0.025454545454545455
"Carbohydrate, by difference",G,Tamarind,0.22545454545454546
"Carbohydrate, by difference",G,Tangerine,0.04727272727272727
"Carbohydrate, by difference",G,Tapioca,0.3018181818181818
"Carbohydrate, by difference",G,Tarragon,0.0
"Carbohydrate, by difference",G,Tea,0.02909090909090909
"Carbohydrate, by difference",G,Tequila,0.0
"Carbohydrate, by difference",G,Thyme,0.0
"Carbohydrate, by difference",G,Tilapia,0.0036363636363636364
"Carbohydrate, by difference",G,Tomatillo,0.01818181818181818
"Carbohydrate, by difference",G,Tortillas,0.18545454545454546
"Carbohydrate, by difference",G,Triple Sec,0.2290909090909091
"Carbohydrate, by difference",G,Tropical Fruit,0.04363636363636364
"Carbohydrate, by difference",G,Trout,0.04
"Carbohydrate, by difference",G,Tuna,0.03636363636363636
"Carbohydrate, by difference",G,Turnip,0.01090909090909091
"Carbohydrate, by difference",G,Vanilla,0.08
"Carbohydrate, by difference",G,Veal,0.02181818181818182
"Carbohydrate, by difference",G,Vegetable,0.02181818181818182
"Carbohydrate, by difference",G,Venison,0.014545454545454545
"Carbohydrate, by difference",G,Vermouth,0.0
"Carbohydrate, by difference",G,Vinegar,0.0
"Carbohydrate, by difference",G,Vodka,0.0
"Carbohydrate, by difference",G,Walnut,0.13454545454545455
"Carbohydrate, by difference",G,Wasabi,0.16727272727272727
"Carbohydrate, by difference",G,Watercress,0.0036363636363636364
"Carbohydrate, by difference",G,Watermelon,0.025454545454545455
"Carbohydrate, by difference",G,Wedding,0.02181818181818182
"Carbohydrate, by difference",G,Whiskey,0.0
"Carbohydrate, by difference",G,White Wine,0.007272727272727273
"Carbohydrate, by difference",G,Whole Wheat,0.10909090909090909
"Carbohydrate, by difference",G,Wild Rice,0.28
"Carbohydrate, by difference",G,Wine,0.01818181818181818
"Carbohydrate, by difference",G,Wok,0.0
"Carbohydrate, by difference",G,Yellow Squash,0.014545454545454545
"Carbohydrate, by difference",G,Yogurt,0.05454545454545454
"Carbohydrate, by difference",G,Yuca,0.06545454545454546
"Carbohydrate, by difference",G,Zucchini,0.014545454545454545
"Fiber, total dietary",G,Almond,0.35714285714285715
"Fiber, total dietary",G,Amaretto,0.0
"Fiber, total dietary",G,Anchovy,0.0
"Fiber, total dietary",G,Anise,0.5
"Fiber, total dietary",G,Apple,0.10714285714285714
"Fiber, total dietary",G,Apple Juice,0.0
"Fiber, total dietary",G,Artichoke,0.03571428571428571
"Fiber, total dietary",G,Arugula,0.03571428571428571
"Fiber, total dietary",G,Asian Pear,0.10714285714285714
"Fiber, total dietary",G,Asparagus,0.07142857142857142
"Fiber, total dietary",G,Avocado,0.0
"Fiber, total dietary",G,Bacon,0.0
"Fiber, total dietary",G,Banana,0.21428571428571427
"Fiber, total dietary",G,Barley,0.10714285714285714
"Fiber, total dietary",G,Bass,0.0
"Fiber, total dietary",G,Bean,0.14285714285714285
"Fiber, total dietary",G,Beef,0.0
"Fiber, total dietary",G,Beef Rib,0.0
"Fiber, total dietary",G,Beef Shank,0.0
"Fiber, total dietary",G,Beef Tenderloin,0.0
"Fiber, total dietary",G,Beer,0.0
"Fiber, total dietary",G,Beet,0.0
"Fiber, total dietary",G,Bell Pepper,0.0
"Fiber, total dietary",G,Berry,0.07142857142857142
"Fiber, total dietary",G,Bitters,0.03571428571428571
"Fiber, total dietary",G,Blackberry,0.03571428571428571
"Fiber, total dietary",G,Blue Cheese,0.0
"Fiber, total dietary",G,Bok Choy,0.0
"Fiber, total dietary",G,Bran,0.10714285714285714
"Fiber, total dietary",G,Brandy,0.0
"Fiber, total dietary",G,Bread,0.03571428571428571
"Fiber, total dietary",G,Brie,0.0
"Fiber, total dietary",G,Brine,0.0
"Fiber, total dietary",G,Brisket,0.0
"Fiber, total dietary",G,Broccoli,0.07142857142857142
"Fiber, total dietary",G,Broccoli Rabe,0.07142857142857142
"Fiber, total dietary",G,Brown Rice,0.14285714285714285
"Fiber, total dietary",G,Brussel Sprout,0.10714285714285714
"Fiber, total dietary",G,Bulgur,0.2857142857142857
"Fiber, total dietary",G,Buttermilk,0.0
"Fiber, total dietary",G,Butternut Squash,0.07142857142857142
"Fiber, total dietary",G,Cabbage,0.03571428571428571
"Fiber, total dietary",G,Cake,0.0
"Fiber, total dietary",G,Calvados,0.0
"Fiber, total dietary",G,Candy Thermometer,0.03571428571428571
"Fiber, total dietary",G,Cantaloupe,0.0
"Fiber, total dietary",G,Caraway,0.0
"Fiber, total dietary",G,Carrot,0.07142857142857142
"Fiber, total dietary",G,Cashew,0.07142857142857142
"Fiber, total dietary",G,Cauliflower,0.07142857142857142
"Fiber, total dietary",G,Celery,0.03571428571428571
"Fiber, total dietary",G,Champagne,0.0
"Fiber, total dietary",G,Chard,0.03571428571428571
"Fiber, total dietary",G,Chartreuse,0.0
"Fiber, total dietary",G,Cheddar,0.0
"Fiber, total dietary",G,Cheese,0.0
"Fiber, total dietary",G,Cherry,0.07142857142857142
"Fiber, total dietary",G,Chestnut,0.21428571428571427
"Fiber, total dietary",G,Chicken,0.0
"Fiber, total dietary",G,Chickpea,0.6071428571428571
"Fiber, total dietary",G,Chile,0.03571428571428571
"Fiber, total dietary",G,Chile Pepper,1.0
"Fiber, total dietary",G,Chili,0.0
"Fiber, total dietary",G,Chill,0.0
"Fiber, total dietary",G,Chive,0.07142857142857142
"Fiber, total dietary",G,Chocolate,0.2857142857142857
"Fiber, total dietary",G,Citrus,0.0
"Fiber, total dietary",G,Clam,0.03571428571428571
"Fiber, total dietary",G,Clove,1.1785714285714286
"Fiber, total dietary",G,Coconut,0.10714285714285714
"Fiber, total dietary",G,Cod,0.0
"Fiber, total dietary",G,Coffee,0.0
"Fiber, total dietary",G,Collard Greens,0.10714285714285714
"Fiber, total dietary",G,Coriander,1.4642857142857142
"Fiber, total dietary",G,Corn,0.0
"Fiber, total dietary",G,Cornmeal,0.07142857142857142
"Fiber, total dietary",G,Cottage Cheese,0.0
"Fiber, total dietary",G,Couscous,0.14285714285714285
"Fiber, total dietary",G,Crab,0.0
"Fiber, total dietary",G,Cranberry Sauce,0.03571428571428571
"Fiber, total dietary",G,Cream Cheese,0.0
"Fiber, total dietary",G,Cucumber,0.0
"Fiber, total dietary",G,Cumin,0.35714285714285715
"Fiber, total dietary",G,Currant,0.14285714285714285
"Fiber, total dietary",G,Date,0.2857142857142857
"Fiber, total dietary",G,Dill,0.03571428571428571
"Fiber, total dietary",G,Dried Fruit,0.14285714285714285
"Fiber, total dietary",G,Duck,0.0
"Fiber, total dietary",G,Eau De Vie,0.0
"Fiber, total dietary",G,Egg,0.0
"Fiber, total dietary",G,Eggplant,0.14285714285714285
"Fiber, total dietary",G,Endive,0.10714285714285714
"Fiber, total dietary",G,Escarole,0.10714285714285714
"Fiber, total dietary",G,Fennel,0.10714285714285714
"Fiber, total dietary",G,Fig,0.0
"Fiber, total dietary",G,Fish,0.03571428571428571
"Fiber, total dietary",G,Fontina,0.0
"Fiber, total dietary",G,Frangelico,0.0
"Fiber, total dietary",G,Fruit Juice,0.0
"Fiber, total dietary",G,Gin,0.0
"Fiber, total dietary",G,Ginger,0.0
"Fiber, total dietary",G,Goat Cheese,0.0
"Fiber, total dietary",G,Goose,0.0
"Fiber, total dietary",G,Gouda,0.0
"Fiber, total dietary",G,Grains,0.5357142857142857
"Fiber, total dietary",G,Grand Marnier,0.17857142857142858
"Fiber, total dietary",G,Grapefruit,0.03571428571428571
"Fiber, total dietary",G,Green Bean,0.03571428571428571
"Fiber, total dietary",G,Ground Beef,0.0
"Fiber, total dietary",G,Ground Lamb,0.0
"Fiber, total dietary",G,Guava,0.17857142857142858
"Fiber, total dietary",G,Halibut,0.0
"Fiber, total dietary",G,Ham,0.0
"Fiber, total dietary",G,Hamburger,0.07142857142857142
"Fiber, total dietary",G,Hazelnut,0.07142857142857142
"Fiber, total dietary",G,Herb,0.0
"Fiber, total dietary",G,Honey,0.0
"Fiber, total dietary",G,Honeydew,0.0
"Fiber, total dietary",G,Horseradish,0.10714285714285714
"Fiber, total dietary",G,Hot Pepper,0.0
"Fiber, total dietary",G,Ice Cream,0.0
"Fiber, total dietary",G,Jerusalem Artichoke,0.03571428571428571
"Fiber, total dietary",G,Kale,0.03571428571428571
"Fiber, total dietary",G,Kirsch,0.0
"Fiber, total dietary",G,Kiwi,0.10714285714285714
"Fiber, total dietary",G,Kumquat,0.21428571428571427
"Fiber, total dietary",G,Lamb,0.0
"Fiber, total dietary",G,Lamb Chop,0.0
"Fiber, total dietary",G,Lamb Shank,0.0
"Fiber, total dietary",G,Lasagna,0.03571428571428571
"Fiber, total dietary",G,Leafy Green,0.03571428571428571
"Fiber, total dietary",G,Leek,0.03571428571428571
"Fiber, total dietary",G,Legume,1.0714285714285714
"Fiber, total dietary",G,Lemon,0.0
"Fiber, total dietary",G,Lemongrass,0.03571428571428571
"Fiber, total dietary",G,Lentil,0.10714285714285714
"Fiber, total dietary",G,Lettuce,0.03571428571428571
"Fiber, total dietary",G,Lima Bean,0.21428571428571427
"Fiber, total dietary",G,Lime,0.03571428571428571
"Fiber, total dietary",G,Lime Juice,0.0
"Fiber, total dietary",G,Lingonberry,0.07142857142857142
